AT,V,AP,RH,PE
294.54,523,1009.2,797.6999999999999,446.87
292.61,568.9,1014.02,849.5,447.86
296.7,629.6,1020.16,701.5999999999999,447.65
283.45000000000005,414.6,1018.21,861.7,479.65
294.09000000000003,581.5999999999999,1016.88,654.3000000000001,455.16
296.28000000000003,712.5,1002.49,945.9000000000001,431.91
285.92,415,1014.13,868,470.68
301.44,691.3,1009.29,581.8,429.28
292.28000000000003,592.1,1018.32,896.5999999999999,450.81
297.59000000000003,735,1011.49,873.9,437.73
293.47,446,1015.16,363.5,460.21
293.69,690.5,1001.6,796.2,442.86
285.31,450,1021.51,505.20000000000005,482.99
282.40000000000003,418.2,1033.25,747.3000000000001,478.48
296.85,665.6,1002.07,851.9,436.94
297.90000000000003,694.5,1013.97,534.9,438.28
283.63,395.79999999999995,1011.81,888.6,472.61
302.68,707.9000000000001,1003.7,608.9,426.85
302.16,665.6,1006.44,576.1999999999999,428.32
282.90000000000003,424.90000000000003,1010.57,836.3,480.35
294.20000000000005,583.3,1013.14,663.4000000000001,447.66
297.87,686.7,1006.74,790.1999999999999,443.06
294.34000000000003,588.6,1014.19,689.5999999999999,452.43
296.14,686.7,1006.65,776.2,446.67
297.81,602.9,1018,595.6,445.26
305.78000000000003,698.9,1013.85,416.59999999999997,425.72
304.53000000000003,722.9000000000001,1008.73,732.6999999999999,430.58
297.02000000000004,602.7,1018.94,771.5999999999999,439.86
298.75,591.5,1013.31,670.1999999999999,441.11
285.34000000000003,411.70000000000005,1019.43,654.7,475.64
286.26,415.79999999999995,1020.43,743.1999999999999,460.44
301.44,686.7,1005.46,692.2,436.4
286.6,407.29999999999995,1018.7,938.8,461.03
299.63,691.4,1009.31,841.1,435.76
302.01,736.7,1006.65,682.3000000000001,431.15
295.85,635.6,1014.32,717.6,445
301.04,732.0999999999999,1001.32,858.8,431.59
286.93,444.7,1027.94,710.9000000000001,467.22
301.29,514.3,1012.16,526.7,445.33
284.95000000000005,450.90000000000003,1013.21,896.8000000000001,470.57
283.86,396.1,1018.72,736.5999999999999,473.77
284.69,400.5,1014.78,870.5,474.29
302.62,713.1999999999999,1008.07,670,437.14
302.39,690.5,1003.12,431.8,432.56
287.66,417.9,1009.72,806.2,459.14
296.06,600.7,1016.03,597.2,446.19
300.17,717.6999999999999,1006.38,721,428.1
286.64000000000004,444.7,1030.18,691.5,468.46
303.39,667.5,1017.95,556.5999999999999,435.02
296.34000000000003,486,1002.38,611.9,445.52
290.88,405.5,1003.36,746.2,462.69
291.77000000000004,612.7,1019.26,733.5,455.75
286,400,1015.89,688.5,463.74
298.24,589.5,1016.99,531.5999999999999,443.26
302.6,691.3,1009.3,529.7,432.04
290.06,439.6,1013.32,798.7,465.86
287.24,458.7,1009.05,840.9000000000001,465.6
281.36,389.09999999999997,1015.82,889.9,481.32
282.45000000000005,405.6,1022.64,761.4,479.87
296.84000000000003,719.7,1009.62,930.3,438.62
298.28000000000003,594.4,1012.38,779.2,445.59
284.48,415,1013.58,887,475.01
300.1,484.09999999999997,1008.53,629.4,436.54
288.15000000000003,406.59999999999997,1016.28,896.2,456.63
293.91,625.2,1015.63,810.4000000000001,451.69
292.89,677.0999999999999,1007.68,640.1999999999999,446.1
299.83000000000004,599.2,1009.94,705.6999999999999,438.67
287.39000000000004,414,1019.7,703.1999999999999,466.88
295.13,484.09999999999997,1008.42,848.6,444.6
295.90000000000003,593.9,1015.4,814.0999999999999,440.26
281.49,409.6,1023.28,894.5,483.92
284.95000000000005,412,1017.18,827.0999999999999,475.19
289.16,654.5999999999999,1014,876.8000000000001,454.16
294.90000000000003,587.9,1012.42,875.8,447.58
287.09000000000003,412.59999999999997,1021.67,744,467.9
302.40000000000003,691.3,1010.27,673.5,426.29
295.48,458.7,1007.8,636.1,447.02
289.58000000000004,417.9,1005.47,768.9,455.85
284.65000000000003,402.2,1010.31,780.8,476.46
296.68,689.4,1007.53,691.7,437.48
295.01,492.1,1014.61,533.1,452.77
279.32000000000005,393.29999999999995,1012.57,933.1999999999999,491.54
288.49,369.90000000000003,1007.87,945.9000000000001,464.58
284.65000000000003,407.8,1023.91,863.1,467.74
298.68,571.7,1010,725.6999999999999,442.12
294.42,575,1014.53,807.6,453.34
301.52000000000004,691.3,1010.44,719.3000000000001,425.29
301.54,514.3,1011.74,475.4,449.63
287.75,423.2,1015.71,770.3,464.67
278.25,355.7,1027.17,804.9,489.96
280.15000000000003,380.79999999999995,1020.27,776.7,482.38
299.45,779.5,1009.45,787.2,437.95
294.24,466.3,1013.03,748,453.34
283.18,409.6,1024.57,911,478.79
293.52000000000004,520.5,1012.34,625.7,456.11
294.34000000000003,501.59999999999997,1005.81,842.6999999999999,450.33
306.88,698.8,1007.21,429.3,434.83
303.02,736.8000000000001,1015.1,409.6,433.43
292.77000000000004,629.6,1020.76,765.3,456.02
283.08000000000004,406.70000000000005,1018.08,697.4,485.23
282.58000000000004,371.4,1013.03,749.9,473.57
287.39000000000004,395.79999999999995,1011.17,704.5,469.94
286.12,498.29999999999995,1008.69,914.9,452.07
280.75,410.4,1021.82,889.7,475.32
298.56,480.6,1013.12,465.20000000000005,444.01
291.58000000000004,560.3,1020.41,605.5,465.17
283.46000000000004,398.2,1012.87,887.0999999999999,480.61
284.44,415,1013.39,891.5,476.04
295.76,493,1003.51,830.1999999999999,441.76
302.49,719.8000000000001,1005.19,751.9,428.24
292.02000000000004,677.0999999999999,1004,873.5,444.77
284.45000000000005,446,1018.19,916.5999999999999,470.5
302.38,729.9,1007.04,634.7,431
300.91,694,1004.27,722.5,430.68
302.41,671.7,1006.6,705.8,436.42
298.87,498.2,1016.19,601,452.33
296.58000000000004,639.4,1010.64,892.9000000000001,440.16
298.75,637.6,1010.18,674.3000000000001,435.75
301.06,722.4,1010.74,708,430.73
303.5,771.7,1009.55,636.1999999999999,432.75
294.03000000000003,598,1015.66,753.4000000000001,453.18
283.13,415.4,1019.7,807.9000000000001,480.26
296.62,513,1011.89,741,448.65
299.5,495,1012.67,413.40000000000003,458.41
303.04,646.9,1006.37,587.8,435.39
292.44,501.59999999999997,1010.49,977.8,450.21
298.36,756,1017.19,698.4000000000001,445.84
288.57,378.5,1009.89,858,467.33
294.59000000000003,630.9000000000001,1016.56,901.1,444.19
302.84000000000003,479.3,1002.85,447.59999999999997,438.09
288.67,369.90000000000003,1006.86,897,467.9
284.62,436.70000000000005,1012.68,725.1,475.72
282.92,346.9,1027.72,749.8000000000001,477.51
295.75,698.4000000000001,1006.37,795.9000000000001,435.13
281.39000000000004,396.1,1017.99,784.2,477.9
290.16,442,1019.18,612.3,457.26
292.79,446,1015.88,475.6,467.53
283.76000000000005,415.79999999999995,1021.08,930.6,465.15
285.19,401,1014.42,896.5,474.28
294.90000000000003,450.90000000000003,1014.15,448.40000000000003,452.84
296.81,775.4000000000001,1008.5,853.1999999999999,435.38
300.2,753.3,1003.88,829.4,433.57
302.78000000000003,697.0999999999999,1009.04,672.6,435.27
305.37,708,1009.9,620.3,433.07
302.2,657.4,1013.29,600.2,440.74
282.05,399.6,1026.31,954.5999999999999,474.49
292.08000000000004,486,1005.72,849.2,449.74
300.64,637.6,1010.09,628,436.73
296.25,707.9000000000001,1006.53,908.1,434.58
284.37,431.3,1017.24,809,473.93
305.12,797.4,1007.03,558.4000000000001,435.99
286.47,432.2,1009.45,753,466.83
296.84000000000003,637.7,1013.39,795,444.07
291.47,665.1,1015.18,815,459.89
284.20000000000005,407.1,1024.91,764.2,479.59
295.18,646.9,1007.21,757.5,440.92
283.38,414.6,1020.45,849.5,480.87
297.07,665.4000000000001,1009.93,623.6999999999999,441.9
302.53000000000003,696.8000000000001,1011.35,492.5,430.2
290.5,428.6,1014.62,741.5999999999999,465.16
282.96000000000004,444.5,1021.19,905.5,471.32
278.12,406.4,1020.91,942.8,485.43
294.69,584.9,1010.85,789,449.12
281.09000000000003,420.20000000000005,1006.22,909.7,480.53
291.92,506.59999999999997,1014.89,873.4000000000001,457.07
294.84000000000003,699.4,1010.7,808,443.67
283.22,446.8,1023.44,909.5,477.52
286.98,396.4,1012.52,699.7,472.95
283.6,396.9,1003.92,894.5,472.54
284.71000000000004,407.1,1015.85,760.8,469.17
283.63,402.2,1004.81,921.5999999999999,477.78
286.24,398.5,1012.86,584.2,475.89
285.72,391.59999999999997,1016.53,889.0999999999999,476.2
287.6,433.40000000000003,1015.47,833.3,462.16
280.12,412.59999999999997,1010.6,968.8,484.71
287.82,422.8,1007.21,651.7,469.02
287.53000000000003,401,1015.51,812.3000000000001,467.28
305.66,699.8000000000001,1013.29,540.7,429.66
284.94,450.90000000000003,1013.16,891.7,469.49
281.8,405.6,1023.23,788.5,485.87
282.90000000000003,408.1,1026,844.4,481.95
282.26000000000005,400.20000000000005,1031.1,830.1999999999999,479.03
296.54,691.3,1010.99,906.5999999999999,434.5
287.45000000000005,543,1015.16,752.9000000000001,464.9
290.64,639.4,1020.02,826,452.71
304.25,695.1,1010.84,454,429.74
292.92,566.5,1020.67,663.3,457.09
286.67,414.79999999999995,1014.46,671.2,460.76
286.67,408.29999999999995,1008.31,841.4,471.95
301.33,600.7,1016.34,491.3,441.61
287.44,461.8,1017.01,872.9000000000001,464.73
291.27000000000004,436.9,1016.91,529.5,464.68
280.59000000000003,410.4,1021.84,885.6,479.08
302.93,747.8,1009.28,550.9000000000001,436.39
283.77000000000004,395.79999999999995,1011.9,878.5,479.91
278.99,430.20000000000005,1013.88,874.2,489.05
284.46000000000004,420.20000000000005,1001.18,948.6,471.26
284.40000000000003,406.70000000000005,1011.64,635.4,480.49
282.81,410.6,1021.21,847,482.2
291.74,431.4,1011.92,526.3000000000001,464.48
297.52000000000004,634.7,1012.77,752.2,445.6
302.75,677.9000000000001,1010.37,510.5,442.43
298.47,612.5,1011.56,801,436.67
289.3,418.5,1016.54,815.8,466.56
288.89000000000004,711.4,1019.65,659.4,457.29
279.12,362.5,1029.65,867.4,487.03
288.99,527.2,1026.45,625.7,464.93
287.99,446.3,1019.28,573.6999999999999,466
285.40000000000003,487.9,1017.44,889.0999999999999,469.52
300.53000000000003,700.4000000000001,1011.18,722.6,428.88
281.91,414.79999999999995,1018.49,749.8000000000001,474.3
291.86,393.9,1014.09,628.2,465.57
286.21000000000004,417.8,1012.3,553.1,467.67
292.98,393.9,1013.73,591.5999999999999,463.72
297.42,682.8,1005.43,676.3,445.23
279.91,362.5,1028.31,911.5999999999999,484.36
299.14,630.7,1012.5,648.1,442.16
289.65000000000003,493.9,1018.35,934.2,462.48
283.74,424.90000000000003,1009.59,773.6,477.49
299.2,655.9000000000001,1012.78,670.3,437.04
292.65000000000003,407.9,1003.8,894.5,457.09
295.36,450.09999999999997,1012.22,548.4000000000001,450.6
303.11,700.4000000000001,1010.15,544.7,427.1
292.23,446.3,1020.14,433.6,459.81
296.74,474.3,1006.64,489.20000000000005,447.36
276.53000000000003,396.4,1011,812.2,488.92
299.54,664.9,1012.96,603.5,433.36
282.14000000000004,390.4,1021.99,759.8000000000001,483.35
284.06,410.4,1026.57,742.4,469.53
286.23,398.2,1012.27,852.0999999999999,476.96
297.1,584.6,1017.5,684.5999999999999,440.75
288.79,437.1,1024.51,783.1,462.55
291.93,542,1012.05,892.5,448.04
293.8,505.90000000000003,1016.22,685.6999999999999,455.24
278.11,400.7,1011.8,673.8,494.75
296.66,573.2,1012.55,536,444.58
279.14000000000004,357.9,1011.56,916.9,484.82
278.32000000000005,393.29999999999995,1009.68,941.9,485.46
279.17,436.5,1013.85,835.3,481.92
296.35,610.2,1009.63,794.5,443.23
281.72,396.9,1000.91,999,474.29
303.87,715.8,1009.98,503.9,430.46
294.67,506.59999999999997,1013.56,743.3,455.71
301.03000000000003,689.4,1007.68,756.8000000000001,435.04
295.47,598,1016.82,641.8000000000001,451.21
287.70000000000005,427.40000000000003,1028.41,700.9000000000001,465.81
282.83000000000004,399.6,1026.09,992.8,470.22
292.56,493.9,1020.84,818.9,449.24
286.37,449.20000000000005,1023.84,879.9,471.43
285.39000000000004,449.20000000000005,1023.74,882.0999999999999,473.26
292.36,584.9,1011.7,912.9000000000001,452.82
302.89,703.1999999999999,1008.1,527.2,432.69
296.43,608.4000000000001,1017.91,675,444.13
300.66,737.6999999999999,1002.42,908.8,436.91
296.37,665.6,1002.47,853.9,437.11
284.88,406.4,1020.68,969.8000000000001,477.06
294.34000000000003,677.0999999999999,1006.65,562.8,441.71
278.63,400.7,1019.63,656.2,495.76
297.41,664.4,1011.33,553.2,445.63
285.47,416.2,1012.88,888.8,464.72
304.41,689.4,1005.94,394.90000000000003,438.03
305.24,728.6,1003.47,545.9000000000001,434.78
298.13,603.2,1015.63,571.9,444.67
300.63,614.0999999999999,1012.2,450.6,452.24
294.19,450.90000000000003,1014.19,406.2,450.92
300.90000000000003,704,1006.65,902.0999999999999,436.53
295.94,717.6999999999999,1005.75,909.0999999999999,435.53
297.37,685.1,1013.23,749.5999999999999,440.01
300.21000000000004,644.5,1008.72,542.1,443.1
300.01,680.8,1012.99,500.4,436.25
302.79,677.9000000000001,1009.99,512.3,440.74
293.07,633.1,1015.02,827.0999999999999,443.54
287.54,448.40000000000003,1023.55,911.4,464.15
292.45000000000005,566.5,1020.55,704.3000000000001,459.1
297.8,523.6,1014.76,666.3,455.68
282.97,412.59999999999997,1007.71,966.9,478.02
291.55,440.6,1017.36,708.8,456.8
290.3,436.9,1017.05,633.6,463.88
303.84000000000003,736.7,1006.14,605.8,430.45
301.97,657.0999999999999,1014.24,543,449.18
294.45,489.20000000000005,1010.92,650.9000000000001,447.89
303.73,700.4000000000001,1010.4,481.59999999999997,431.59
294.32,523,1009.36,815.1,447.5
283.02000000000004,418.2,1033.04,685.6999999999999,475.58
295.33000000000004,598,1016.77,731.5999999999999,453.24
297.54,632.1,1012.59,808.8,446.4
283.88,449.20000000000005,1025.1,854,476.81
282.53000000000003,404.6,1019.29,757.6999999999999,474.1
297.97,664.8000000000001,1006.4,702.0999999999999,433.62
289.70000000000005,416.59999999999997,1011.45,555.3,465.14
282.66,392.2,1015.3,724.0999999999999,474.12
281.78000000000003,437.9,1016.08,832.5,483.91
279.63,402.70000000000005,1010.55,821.2,486.68
278.91,458.7,1010.83,957.9000000000001,481.4
284.09000000000003,390.4,1021.81,860.1999999999999,479.2
289.02000000000004,411.59999999999997,1005.85,782.9000000000001,463.86
285.57,382.5,1012.76,822.3000000000001,472.3
302.27,588.4000000000001,1001.31,528.6,446.51
292.23,411,1001.96,627.7,458.94
304.21000000000004,671.7,1007.62,655.4000000000001,437.91
278.87,393.29999999999995,1009.96,954,490.76
299.67,650.6,1013.4,517.8,439.66
286.99,449,1007.58,636.1999999999999,463.27
286.18,395.20000000000005,1016.68,830.9000000000001,473.99
299.09000000000003,664.9,1012.83,618.1,433.38
289.79,538.2,1015.13,682.4,459.01
287.28000000000003,407.5,1016.05,724.0999999999999,471.44
292.95,511.9,1008.25,919.8000000000001,446.66
298.35,637.6,1009.78,649.5999999999999,438.15
293.81,511.9,1008.81,889.3000000000001,447.14
285.22,437.1,1025.53,856.2,472.32
298.79,707.2,1010.16,840,441.68
302.56,640.5,1009.82,674,444.82
289.75,531.5999999999999,1014.5,767.5,457.26
300.68,725.8,1009.13,890.6,428.83
293.77000000000004,434.3,1009.93,640.1999999999999,449.07
299.17,719.4,1009.38,641.2,435.21
285.90000000000003,442,1017.59,812.2,471.03
286.02000000000004,480.4,1012.47,1001.3,465.56
298.92,629.6,1019.86,580.7,442.83
287.99,414.79999999999995,1017.26,634.2,460.3
280.56,407.1,1023.07,833.1999999999999,474.25
282.02000000000004,418.2,1033.3,742.8,477.97
282.84000000000003,404.6,1019.1,719.0999999999999,472.16
289.32,469.7,1014.22,858,456.08
299.39,498.2,1014.9,555.8,452.41
286.93,432.2,1011.31,697,463.71
299.45,670.6999999999999,1006.26,637.9,433.72
290.52000000000004,577.6,1016,865.9000000000001,456.4
296.75,489.79999999999995,1015.41,482.8,448.43
281.45000000000005,360.79999999999995,1020.63,804.2,481.6
295.27000000000004,493.9,1019.8,728.3,451
301.56,756,1018.48,560.7,440.28
302.57,713.1999999999999,1002.26,671.3,437.47
291.76,677.0999999999999,1004.07,844.9,443.57
300.72,698.4000000000001,1004.91,683.7,426.6
285.98,415,1013.12,860.6999999999999,470.87
282.79,398.5,1012.9,838.1999999999999,478.37
292.28000000000003,586.5999999999999,1013.32,748.6,453.92
289.07,405.6,1020.79,535.2,470.22
297.79,722.4,1011.37,806.1,434.54
300.77,639,1013.11,435.6,442.89
282.70000000000005,439.90000000000003,1020.5,972.8,476.06
283.72,367.1,1022.62,804.9,473.88
